mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
2	1	2	2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	19									
2	1	3	3	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	20									
2	1	4	4	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	21									
2	1	1	1	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	22									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	23									
2	1	3	3	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	24									
2	1	4	4	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	25									
2	1	1	1	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	26									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	27									
2	1	3	3	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	28									
2	1	4	4	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	29									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	30									
2	1	3	3	1.5	1/2	1/2	Chord	4/4	6	2	3/8	1/4	3/2	31									
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	32									
2	1	1	1	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	33									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	34									
2	1	3	3	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	35									
2	1	4	4	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	36									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	37									
2	1	3	3	1.5	1/2	1/2	Chord	4/4	8	2	3/8	1/4	3/2	38									
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	39									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	40									
2	1	3	3	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	41									
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	42									
2	1	4	4	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	43									0
2	1	1	1	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	44	dan-								
2	1	2	2	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	45	-ket								
2	1	3	3	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	46	All								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	47	und								
2	1	2	2	1.0	1/4	1/4	Chord	4/4	10	2	1/4	1/4	1	48									
2	1	3	3	1.5	1/2	1/2	Chord	4/4	10	2	3/8	1/4	3/2	49									
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	50									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	51									
2	1	3	3	0.5	1/2	1/2	Chord	4/4	11	1	1/8	1/8	1	52									
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	11	1	1/8	1/8	1	53									
2	1	4	4	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	54									1
2	1	2	2	1.0	1/4	1/4	Chord	4/4	11	2	1/4	1/4	1	55									
2	1	3	3	0.5	1/2	1/2	Chord	4/4	11	2	1/8	1/8	1	56									
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	11	2	1/8	1/8	1	57									
2	1	4	4	0.5	3/4	3/4	Chord	4/4	11	2	1/8	1/8	1	58									
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	11	2	1/8	1/8	1	59									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	12	1	1/4	1/4	1	60									
2	1	3	3	0.5	1/2	1/2	Chord	4/4	12	1	1/8	1/8	1	61									
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	12	1	1/8	1/8	1	62									
2	1	4	4	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	63									
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	64									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	13	1	1/4	1/4	1	65									
2	1	3	3	0.5	1/2	1/2	Chord	4/4	13	1	1/8	1/8	1	66									
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	13	1	1/8	1/8	1	67									
2	1	4	4	0.5	3/4	3/4	Chord	4/4	13	1	1/8	1/8	1	68									
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	13	1	1/8	1/8	1	69									
3	2	5	5	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	70									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	71									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	72									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	73									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	74									
3	2	5	5	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	75									
3	2	6	6	0.25	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	76									
3	2	25/4	25/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	77									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	78									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	79									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	80									
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	81									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	82									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	83									
3	2	5	5	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	84									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	85									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	86									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	87									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	88									
3	2	5	5	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	89									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	90									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	91									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	92									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	93									
3	2	5	5	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	94									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	95									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	96									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	97									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	98									
3	2	5	5	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	99									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	100									
3	2	6	6	0.25	1/4	1/4	Chord	4/4	6	2	1/16	1/16	1	101									
3	2	25/4	25/4	0.25	5/16	5/16	Chord	4/4	6	2	1/16	1/16	1	102									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	103									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	104									
3	2	8	8	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	105									
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	106									
3	2	5	5	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	107									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	108									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	109									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	110									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	111									
3	2	5	5	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	112									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	113									
3	2	6	6	0.25	1/4	1/4	Chord	4/4	8	2	1/16	1/16	1	114									
3	2	25/4	25/4	0.25	5/16	5/16	Chord	4/4	8	2	1/16	1/16	1	115									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	116									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	117									
3	2	8	8	0.5	3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	118									
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	119									
3	2	5	5	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	120									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	121									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	122									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	123									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	124									
3	2	8	8	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	125									
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	126									
3	2	5	5	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	127	brin-								
3	2	6	6	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	128	-get								
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	129									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	130	Ehr,								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	131	ihr								
3	2	5	5	0.5	0	0	Chord	4/4	10	2	1/8	1/8	1	132									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	10	2	1/8	1/8	1	133									
3	2	6	6	0.25	1/4	1/4	Chord	4/4	10	2	1/16	1/16	1	134									
3	2	25/4	25/4	0.25	5/16	5/16	Chord	4/4	10	2	1/16	1/16	1	135									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	10	2	1/8	1/8	1	136									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	137									
3	2	8	8	0.5	3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	138									
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	139									
3	2	5	5	0.5	0	0	Chord	4/4	11	1	1/8	1/8	1	140									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	11	1	1/8	1/8	1	141									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	11	1	1/8	1/8	1	142									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	11	1	1/8	1/8	1	143									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	144									
3	2	8	8	0.5	3/4	3/4	Chord	4/4	11	1	1/8	1/8	1	145									
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	11	1	1/8	1/8	1	146									
3	2	5	5	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	147									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	148									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	149									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	150									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	11	2	1/4	1/4	1	151									
3	2	8	8	0.5	3/4	3/4	Chord	4/4	11	2	1/8	1/8	1	152									
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	11	2	1/8	1/8	1	153									
3	2	5	5	0.5	0	0	Chord	4/4	12	1	1/8	1/8	1	154									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	12	1	1/8	1/8	1	155									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	12	1	1/8	1/8	1	156									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	12	1	1/8	1/8	1	157									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	158									
3	2	8	8	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	159									
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	160									
3	2	5	5	0.5	0	0	Chord	4/4	13	1	1/8	1/8	1	161									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	13	1	1/8	1/8	1	162									
3	2	6	6	0.5	1/4	1/4	Chord	4/4	13	1	1/8	1/8	1	163									
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	13	1	1/8	1/8	1	164									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	13	1	1/4	1/4	1	165									
3	2	8	8	0.5	3/4	3/4	Chord	4/4	13	1	1/8	1/8	1	166									
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	13	1	1/8	1/8	1	167									
4	3	9	9	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	168									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	169									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	170									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	171									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	172									
4	3	9	9	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	173									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	174									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	175									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	176									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	177									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	178									
4	3	9	9	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	179									
4	3	9	9	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	180									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	181									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	182									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	183									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	184									
4	3	9	9	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	185									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	186									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	187									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	188									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	189									
4	3	9	9	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	190									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	191									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	192									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	193									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	194									
4	3	9	9	1.5	0	0	Chord	4/4	6	2	3/8	1/4	3/2	195									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	196									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	197									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	198									
4	3	12	12	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	199									
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	200									
4	3	9	9	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	201									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	202									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	203									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	204									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	205									
4	3	9	9	1.5	0	0	Chord	4/4	8	2	3/8	1/4	3/2	206									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	207									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	208									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	209									
4	3	12	12	0.5	3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	210									
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	211									
4	3	9	9	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	212									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	213									
4	3	10	10	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	214									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	215									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	216									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	217									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	218									
4	3	9	9	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	219	Men-								
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	220									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	221	-schen								
4	3	11	11	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	222	in								
4	3	12	12	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	223	der								
4	3	9	9	1.5	0	0	Chord	4/4	10	2	3/8	1/4	3/2	224									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	10	2	1/8	1/8	1	225									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	10	2	1/8	1/8	1	226									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	10	2	1/8	1/8	1	227									
4	3	12	12	0.5	3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	228									
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	229									
4	3	9	9	0.5	0	0	Chord	4/4	11	1	1/8	1/8	1	230									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	11	1	1/8	1/8	1	231									
4	3	10	10	0.5	1/4	1/4	Chord	4/4	11	1	1/8	1/8	1	232									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	11	1	1/8	1/8	1	233									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	11	1	1/8	1/8	1	234									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	11	1	1/8	1/8	1	235									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	236									
4	3	9	9	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	237									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	238									
4	3	10	10	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	239									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	240									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	11	2	1/8	1/8	1	241									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	11	2	1/8	1/8	1	242									
4	3	12	12	0.5	3/4	3/4	Chord	4/4	11	2	1/8	1/8	1	243									
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	11	2	1/8	1/8	1	244									
4	3	9	9	0.5	0	0	Chord	4/4	12	1	1/8	1/8	1	245									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	12	1	1/8	1/8	1	246									
4	3	10	10	0.5	1/4	1/4	Chord	4/4	12	1	1/8	1/8	1	247									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	12	1	1/8	1/8	1	248									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	12	1	1/8	1/8	1	249									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	12	1	1/8	1/8	1	250									
4	3	12	12	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	251									
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	252									
4	3	9	9	0.5	0	0	Chord	4/4	13	1	1/8	1/8	1	253									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	13	1	1/8	1/8	1	254									
4	3	10	10	0.5	1/4	1/4	Chord	4/4	13	1	1/8	1/8	1	255									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	13	1	1/8	1/8	1	256									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	13	1	1/8	1/8	1	257									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	13	1	1/8	1/8	1	258									
4	3	12	12	0.5	3/4	3/4	Chord	4/4	13	1	1/8	1/8	1	259									
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	13	1	1/8	1/8	1	260									
5	4	13	13	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	261									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	262									
5	4	13	13	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	263									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	264									
5	4	13	13	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	265									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	266									
5	4	13	13	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	267									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	268									
5	4	13	13	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	269									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	270									
5	4	13	13	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	271									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	272									
5	4	13	13	3.0	0	0	Chord	4/4	6	2	3/4	1/2	3/2	273									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	274									
5	4	13	13	3.0	0	0	Chord	4/4	7	1	3/4	1/2	3/2	275									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	276									
5	4	13	13	3.0	0	0	Chord	4/4	8	2	3/4	1/2	3/2	277									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	278									
5	4	13	13	3.0	0	0	Chord	4/4	9	1	3/4	1/2	3/2	279									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	280									
5	4	13	13	3.0	0	0	Chord	4/4	10	1	3/4	1/2	3/2	281	Welt,								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	282	dem,								
5	4	13	13	3.0	0	0	Chord	4/4	10	2	3/4	1/2	3/2	283									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	10	2	1/4	1/4	1	284									
5	4	13	13	3.0	0	0	Chord	4/4	11	1	3/4	1/2	3/2	285									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	286									
5	4	13	13	3.0	0	0	Chord	4/4	11	2	3/4	1/2	3/2	287									
5	4	16	16	0.5	3/4	3/4	Chord	4/4	11	2	1/8	1/8	1	288									
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	11	2	1/8	1/8	1	289									
5	4	13	13	3.0	0	0	Chord	4/4	12	1	3/4	1/2	3/2	290									
5	4	16	16	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	291									
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	292									
5	4	13	13	3.0	0	0	Chord	4/4	13	1	3/4	1/2	3/2	293									
5	4	16	16	0.5	3/4	3/4	Chord	4/4	13	1	1/8	1/8	1	294									
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	13	1	1/8	1/8	1	295									
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	296									
