mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	303							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	304							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	305							
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	306							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	307							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	308							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	309							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	310							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	311							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	312							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	313							
9	9	34	34	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	314							
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	315							
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	316							
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	317	um						
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	318	dich						
9	9	34	34	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	319	schweb'n						
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	320	in						
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	321							
9	9	32	32	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	322							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	323							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	324							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	325							
9	9	32	32	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	326							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	327							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	328							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	329							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	330							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	331							
9	9	32	32	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	332							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	333							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	334							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	335							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	336							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	337							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	338							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	339							
9	9	32	32	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	340							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	341							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	342							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	343							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	344							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	345							
9	9	32	32	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	346							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	347							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	348							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	349							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	350							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	351							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	352							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	353							
9	9	32	32	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	354							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	355							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	356							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	357							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	358							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	359							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	7	2	1/8	1/8	1	360							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	7	2	1/8	1/8	1	361							
9	9	32	32	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	362							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	363							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	364							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	365							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	366							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	367							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	368							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	369							
10	10	36	36	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
10	10	36	36	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	370							
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	371							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	372							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	373							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	374							
10	10	36	36	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	375							
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	376							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	377							
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	378							
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	379							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	380							
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	381							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	382							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	383							
10	10	36	36	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	384	dei-						
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	385	-nem						
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	386	Thron.						
10	10	36	36	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	387							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	388							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	389							
10	10	36	36	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	390							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	391							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	392							
10	10	36	36	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	393							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	394							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	2	1/2	1/2	1	395							
10	10	36	36	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	396							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	397							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	398							
10	10	36	36	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	399							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	400							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	6	2	1/2	1/2	1	401							
10	10	36	36	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	402							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	403							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	7	2	1/2	1/2	1	404							
10	10	36	36	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	405							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	406							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	8	2	1/2	1/2	1	407							
