mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	15	ich	her	Sünden	hat						
2	2	7	7	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	16	zu	zu	viel,	kein						
2	2	4	4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	17										
2	2	5	5	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	18										
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	19										
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	20										
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	21										
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	22										
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	23										
2	2	6	6	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	24										
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	25										
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	26										
2	2	4	4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	27										
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	28										
2	2	6	6	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	29										
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	30										
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	31										
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	32	dir,	mir	bei	Ziel,						
3	3	10	10	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	33	Herr	und	Gott	wie						
3	3	8	8	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	34										
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	35										
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	36										
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	37										
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	38										
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	39										
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	40	Gott	mei-	ist	gross						
4	4	13	13	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	41	er-	-ner	viel	auch						
4	4	14	14	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
4	4	14	14	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	42	-höhr'	Bitt	mehr	sei						
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	43										
4	4	15	15	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	44	mein	sie	Gna-	der						
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	45										
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	46										
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	47										
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	48										
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	49										
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	50										
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	51										
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	52										
4	4	12	12	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	53										
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	54										
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	55										
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	56										
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	57										
5	5	16	16	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	58	Ru-	öff-		Scha-						0
5	5	17	17	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	59										
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	60	-fen!	-ne.	-de;	-de.						
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	61										1
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	62										1
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	63										
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	64										
5	5	16	16	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	65										
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	66										
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	67										
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	68										
5	5	16	16	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	69										
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	70										
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	71										
6	6	20	20	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
6	6	20	20	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	72		Denn	Er							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	73		so	ist							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	74		du	al-							
6	6	20	20	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	75										
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	76										
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	77										
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	78										
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	79										
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	80										
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	81										
6	6	20	20	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	82										
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	83										
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	84										
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	85		willst	-lein							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	86		das	der							
7	7	26	26	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	87		se-	gu-							
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	88										
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	89		-hen	-te							
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	90										
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	91										
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	92										
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	93										
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	94										
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	95										
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	96										
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	97										
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	98										
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	99										
7	7	24	24	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	100										
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	101										
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	102										
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	103										
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	104										
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	105		an,	Hirt,							
8	8	30	30	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	106		was	der							
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	107										
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	108										
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	109										
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	110										
8	8	28	28	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	111										
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	112										
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	113		Sünd'	Is-							
9	9	33	33	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	114		und	-ra-							
9	9	34	34	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	115		Un-	-el							
9	9	35	35	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	116		-recht	er-							
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	117										
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	118										
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	119										
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	120										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	121										
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	122										
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	123										
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	124										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	125										
9	9	32	32	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	126										
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	127										
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	128										
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	129										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	130										
10	10	36	36	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	131		ist	-lö-							
10	10	37	37	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	132		ge-	-sen							
10	10	38	38	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	133		-than,	wird							
10	10	36	36	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	134										
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	135										
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	136										
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	137										2
10	10	73/2	73/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	138										
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	139										
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	140										
10	10	36	36	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	141										
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	142										
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	143										
11	11	40	40	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	144		wer	aus							
11	11	42	42	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	145		kann	sei-							
11	11	43	43	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	146		Herr	-nen							
11	11	87/2	87/2	0.0	7/8	7/8	Tempo	4/4	1	1	0								𝅘𝅥=70.8	71.0	𝅘𝅥	70.8	0.0	
11	11	40	40	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	147										
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	148										
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	149										
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	150										
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	151										
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	152										
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	153										
11	11	40	40	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	154										
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	155										
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	156										
12	12	44	44	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	157		vor	Sün-							
12	12	45	45	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	158		dir	-den							
12	12	46	46	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	159		blei-	al-							3
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	160										
12	12	44	44	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	161										
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	162										
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	163										
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	164										
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	165										
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	166										4
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	167										4
12	12	44	44	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	168										
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	169										
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	170										5
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	171										5
13	13	48	48	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=33	33.0	𝅘𝅥	33.0	0.0	
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1	1	1	172		-ben.	-len.							
13	13	49	49	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0	
13	13	48	48	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	173										6
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	174										
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	175										
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	176										4
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	177										
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	178										
13	13	48	48	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	179										5
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	180										
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	181										
