mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	19						
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	20						
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	21						
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	22						
2	2	6	6	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	23						
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	24						
2	2	4	4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	25						
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	26						
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	27						
2	2	6	6	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	28						
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	29						
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	30						
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	31	wir					
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	32	und					
3	3	8	8	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	33						
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	34						
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	35						
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	36						
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	37						
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	38						
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	39	sol-					
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	40	-len					
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	41	bil-					
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	42	-lig					
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	43						
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	44						
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	45						
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	46						
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	47						
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	48						
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	49						
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	50						
4	4	12	12	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	51						
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	52						
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	53						
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	54						
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	55						
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	56	dan-					
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	57	-ken					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	58	dir					
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	59						
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	60						
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	61						
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	62						
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	63						
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	64						
5	5	16	16	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	65						
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	66						
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	67						
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	68	für					
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	69	dein					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	70	Ge-					
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	71						
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	72						
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	73						
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	74						
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	75						
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	76						
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	77						
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	78						
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	79						
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	80	-schöpf					
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	81	der					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	82	En-					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	83	-gel					
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	84						
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	85						
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	86						
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	87						
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	88						
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	89						
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	90						
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	91						
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	92						
7	7	24	24	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	93						
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	94						
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	95						
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	96						
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	97						
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	98	schon,					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	99	die					
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	100						
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	101						
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	102						
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	103						
8	8	28	28	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	104						
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	105						
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	106	um					
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	107	dich					
9	9	34	34	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	108	schweb'n					
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	109	in					
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	110						
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	111						
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	112						
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	113						
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	114						
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	115						
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	116						
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	117						
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	118						
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	119						
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	120						
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	121						
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	122						
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	123						
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	124						
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	125						
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	126						
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	127						
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	128						
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	129	dei-					
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	130	-nem					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	131	Thron.					
10	10	36	36	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	132						
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	133						
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	134						
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	135						
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	136						
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	137						
10	10	36	36	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	138						
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	139						
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	140						
