mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
15	15	57	57	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	257		-gen							
15	15	58	58	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	258		wir							
15	15	59	59	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	259		Al-							
15	15	56	56	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	260									
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	261									
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	262									
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	263									
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	264									
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	265									
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	266									
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	267									
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	268									
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	269									
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	270									
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	271									
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	272									
15	15	56	56	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	273									
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	274									
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	275									
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	276									
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	277									
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	278									
16	16	60	60	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	279		-le-							
16	16	61	61	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0	
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	280		-lu-							
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	281		-ja.							
16	16	60	60	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	282									20
16	16	121/2	121/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	283									
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	284									
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	285									
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	286									
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	287									
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	288									
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	289									
16	16	60	60	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	290									
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	291									
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	292									
